CustomerKey,FirstName,LastName,FullName,Gender,ShortPhoneNumn,DateFirstPurchase,CustomerCity
18739,Christy,Pal,Christy Pal,Female,127,7/20/2011,Geelong
18740,Adam,Hill,Adam Hill,Male,163,7/8/2011,Hobart
18741,Edgar,Martinez,Edgar Martinez,Male,183,11/17/2013,Melbourne
18742,Don,Guo,Don Guo,Male,118,6/27/2013,East Brisbane
18743,Glenn,Xu,Glenn Xu,Male,118,4/3/2013,Gold Coast
18744,April,Raje,April Raje,Female,162,6/4/2013,Rhodes
18745,Brooke,James,Brooke James,Female,127,8/19/2013,Rockhampton
18746,Reginald,Alvarez,Reginald Alvarez,Male,135,7/2/2011,Melton
18747,Jacquelyn,Diaz,Jacquelyn Diaz,Female,185,7/2/2011,Townsville
18748,Gabrielle,Stewart,Gabrielle Stewart,Female,134,1/14/2014,Caloundra
18749,Olivia,Stewart,Olivia Stewart,Female,145,11/10/2013,Newton
18750,Alexandra,Perry,Alexandra Perry,Female,168,9/29/2013,La Jolla
18751,Kari,Schmidt,Kari Schmidt,Female,166,2/15/2013,Berkeley
18752,Samantha,Walker,Samantha Walker,Female,197,3/22/2013,Newport Beach
18753,James,Moore,James Moore,Male,196,7/9/2013,Portland
18754,Isabella,Mitchell,Isabella Mitchell,Female,130,3/11/2013,Beverly Hills
18755,Christopher,Lewis,Christopher Lewis,Male,143,3/26/2013,Haney
18756,Isabella,Thompson,Isabella Thompson,Female,117,7/31/2013,Westminster
18757,Frederick,Srini,Frederick Srini,Male,172,2/8/2013,Bellingham
18758,Devin,Price,Devin Price,Male,140,2/20/2013,Cliffside
18759,Devin,Phillips,Devin Phillips,Male,163,5/19/2013,Sooke
18760,Morgan,Wood,Morgan Wood,Female,111,2/27/2013,Downey
18761,Luis,Wright,Luis Wright,Male,158,8/23/2013,Glendale
18762,Arthur,Wilson,Arthur Wilson,Female,196,11/17/2013,Newport Beach
18763,Julie,Chander,Julie Chander,Female,156,5/15/2013,Malabar
18764,Natalie,Scott,Natalie Scott,Female,172,7/20/2013,Redwood City
18765,Noah,Shan,Noah Shan,Male,113,10/2/2013,Yakima
18766,Francisco,Sai,Francisco Sai,Male,151,7/16/2011,Darlinghurst
18767,Gary,Alonso,Gary Alonso,Male,174,7/14/2011,Hervey Bay
18768,Dalton,Garcia,Dalton Garcia,Male,129,7/25/2011,Gold Coast
18769,Theresa,Dominguez,Theresa Dominguez,Female,176,7/18/2011,Lane Cove
18770,Aaron,Hernandez,Aaron Hernandez,Male,197,8/22/2013,Burbank
18771,Robert,Green,Robert Green,Male,150,10/22/2013,Glendale
18772,Julia,Hill,Julia Hill,Female,129,6/21/2013,Lincoln Acres
18773,Cassidy,Price,Cassidy Price,Female,123,5/19/2013,Lincoln Acres
18774,Justin,Flores,Justin Flores,Male,115,1/26/2014,Woodland Hills
18775,Andrea,Bell,Andrea Bell,Female,172,2/2/2013,Oregon City
18776,Connor,Allen,Connor Allen,Male,180,5/31/2013,Lincoln Acres
18777,Richard,Clark,Richard Clark,Male,134,3/14/2013,Downey
18778,Miguel,Washington,Miguel Washington,Male,148,9/22/2013,National City
18779,Jose,Hill,Jose Hill,Male,139,11/3/2013,Novato
18780,Evan,Carter,Evan Carter,Male,113,11/4/2013,Novato
18781,Hunter,Lewis,Hunter Lewis,Male,167,12/26/2013,Spring Valley
18782,Patrick,Reed,Patrick Reed,Male,132,12/18/2013,Grossmont
18783,Michael,Martin,Michael Martin,Male,126,12/26/2013,W. Linn
18784,Trinity,Brooks,Trinity Brooks,Female,199,10/15/2013,Santa Monica
18785,Sara,Rivera,Sara Rivera,Female,111,11/28/2013,Port Hammond
18786,Dustin,Chande,Dustin Chande,Male,145,4/3/2013,Bellflower
18787,Mya,Wood,Mya Wood,Female,195,9/17/2013,Issaquah
18788,Madison,Thompson,Madison Thompson,Female,160,11/21/2013,N. Vancouver
18789,Seth,Robinson,Seth Robinson,Male,147,12/21/2013,Yakima
18790,Julia,Martin,Julia Martin,Female,133,11/18/2013,Renton
18791,Megan,Blue,Megan Blue,Female,115,12/21/2013,Sedro Woolley
18792,Gabriella,Peterson,Gabriella Peterson,Female,123,11/24/2013,W. Linn
18793,Angel,Cox,Angel Cox,Male,110,11/24/2013,Warrnambool
18794,Andrew,Davis,Andrew Davis,Male,149,11/2/2013,Long Beach
18795,Nathan,Alexander,Nathan Alexander,Male,119,5/8/2013,Royal Oak
18796,Marvin,Ruiz,Marvin Ruiz,Male,118,10/9/2013,Sydney
18797,Evan,Murphy,Evan Murphy,Male,159,1/21/2014,Redmond
18798,Andrea,Allen,Andrea Allen,Female,110,10/31/2013,Glendale
18799,Jacob,Lewis,Jacob Lewis,Male,173,4/4/2013,La Jolla
18800,Jennifer,Phillips,Jennifer Phillips,Female,148,11/6/2013,Lake Oswego
18801,Dawn,Yuan,Dawn Yuan,Female,113,10/30/2013,Berkeley
18802,Mario,Shen,Mario Shen,Male,112,11/26/2013,Bremerton
18803,Cedric,Zheng,Cedric Zheng,Male,141,12/6/2013,Bremerton
18804,Aaron,Gonzales,Aaron Gonzales,Male,136,12/16/2013,Novato
18805,Tracy,Simpson,Tracy Simpson,Female,116,1/27/2014,Beaverton
18806,Kaitlyn,Torres,Kaitlyn Torres,Female,110,11/30/2013,Corvallis
18807,Spencer,Bennett,Spencer Bennett,Male,131,3/27/2013,Chula Vista
18808,Gabrielle,Perez,Gabrielle Perez,Female,180,12/17/2013,Colma
18809,Jason,King,Jason King,Male,190,4/1/2013,Beaverton
18810,Casey,Dominguez,Casey Dominguez,Male,114,11/9/2013,Burien
18811,Samuel,Perry,Samuel Perry,Male,173,2/22/2013,Oak Bay
18812,Kyle,Adams,Kyle Adams,Male,116,3/1/2013,Victoria
18813,Kristy,Hernandez,Kristy Hernandez,Female,181,1/20/2014,Ballard
18814,Evan,Adams,Evan Adams,Male,180,7/10/2013,Everett
18815,Abigail,Rogers,Abigail Rogers,Female,186,9/20/2013,Lynnwood
18816,Taylor,Smith,Taylor Smith,Female,165,2/28/2013,Oregon City
18817,Brittany,Russell,Brittany Russell,Female,149,12/24/2013,Puyallup
18818,Lucas,Torres,Lucas Torres,Male,141,12/20/2013,National City
18819,Miranda,Bennett,Miranda Bennett,Female,150,12/5/2013,Santa Cruz
18820,Alexandria,Cook,Alexandria Cook,Female,130,7/8/2013,West Covina
18821,Juan,Morgan,Juan Morgan,Male,112,6/14/2013,Newton
18822,Gregory,Ferrier,Gregory Ferrier,Male,118,8/10/2013,Beaverton
18823,Russell,Xu,Russell Xu,Male,182,6/6/2013,Bellflower
18824,Elijah,Collins,Elijah Collins,Male,143,11/29/2013,La Jolla
18825,Brandon,Smith,Brandon Smith,Male,159,9/9/2013,San Carlos
18826,Allison,Stewart,Allison Stewart,Female,139,3/13/2013,Royal Oak
18827,Carmen,Raman,Carmen Raman,Female,183,12/27/2013,Beaverton
18828,Morgan,Wright,Morgan Wright,Female,175,9/15/2013,Everett
18829,Jackson,Simmons,Jackson Simmons,Male,151,12/3/2013,Issaquah
18830,Kristine,Ortega,Kristine Ortega,Female,196,11/17/2013,Bellflower
18831,Andy,Hernandez,Andy Hernandez,Male,148,12/26/2013,Bellflower
18832,Dylan,Jackson,Dylan Jackson,Male,179,12/12/2013,Redwood City
18833,Morgan,Baker,Morgan Baker,Female,171,12/9/2013,Lakewood
18834,Ana,Foster,Ana Foster,Female,159,12/28/2013,Edmonds
18835,Isabelle,Coleman,Isabelle Coleman,Female,172,1/29/2013,El Cajon
18836,Nicole,Cooper,Nicole Cooper,Female,198,3/27/2013,Puyallup
18837,Amanda,Hernandez,Amanda Hernandez,Female,150,6/5/2013,Spring Valley
18838,Natalie,Morris,Natalie Morris,Female,144,12/17/2013,Spring Valley
18839,Don,Lee,Don Lee,Male,196,11/10/2013,Port Hammond
18840,Alexandria,Barnes,Alexandria Barnes,Female,133,11/29/2013,Puyallup
18841,Gabriella,Campbell,Gabriella Campbell,Female,180,5/2/2013,Shawnee
18842,James,Gonzalez,James Gonzalez,Male,196,5/10/2013,Victoria
18843,Luis,Perez,Luis Perez,Male,188,11/20/2013,Beaverton
18844,Dalton,Hernandez,Dalton Hernandez,Male,169,6/21/2013,Renton
18845,Katherine,Hughes,Katherine Hughes,Female,114,4/22/2013,Tacoma
18846,Deb,Hughes,Deb Hughes,Male,161,1/3/2014,Walla Walla
18847,Ariana,Richardson,Ariana Richardson,Female,198,8/19/2013,Woodburn
18848,Christian,Harris,Christian Harris,Male,163,12/13/2013,Berkeley
18849,Faith,Flores,Faith Flores,Female,154,12/3/2013,Port Orchard
18850,Ethan,Hughes,Ethan Hughes,Male,120,12/5/2013,Mill Valley
18851,Dalton,Cook,Dalton Cook,Male,117,12/12/2013,Long Beach
18852,Allison,Sanders,Allison Sanders,Female,189,8/8/2013,Port Hammond
18853,Jacqueline,Gray,Jacqueline Gray,Female,184,4/26/2013,Corvallis
18854,Hunter,Turner,Hunter Turner,Male,118,12/19/2013,Kirkland
18855,Robert,Zhang,Robert Zhang,Male,111,5/19/2013,N. Vancouver
18856,Thomas,Green,Thomas Green,Male,118,12/23/2013,Palo Alto
18857,Sebastian,Sanders,Sebastian Sanders,Male,170,12/20/2013,Edmonds
18858,Miguel,Parker,Miguel Parker,Male,159,12/19/2013,Lincoln Acres
18859,Olivia,Henderson,Olivia Henderson,Female,118,6/18/2013,Royal Oak
18860,Sydney,Foster,Sydney Foster,Female,190,12/6/2013,Renton
18861,Ashley,Wood,Ashley Wood,Female,180,10/10/2013,Ballard
18862,Luke,Zhang,Luke Zhang,Male,199,12/4/2013,Beverly Hills
18863,Charles,Scott,Charles Scott,Male,154,12/20/2013,West Covina
18864,Elijah,Long,Elijah Long,Male,161,12/5/2013,San Gabriel
18865,Ashley,Hayes,Ashley Hayes,Female,125,12/12/2013,Kirkland
18866,Miguel,Scott,Miguel Scott,Male,192,12/12/2013,Concord
18867,Thomas,Perry,Thomas Perry,Male,149,12/3/2013,Milwaukie
18868,Adam,Long,Adam Long,Male,118,11/29/2013,Long Beach
18869,Ashley,Flores,Ashley Flores,Female,149,11/30/2013,National City
18870,Ana,Barnes,Ana Barnes,Female,115,1/21/2014,Beaverton
18871,Ruben,Rubio,Ruben Rubio,Male,151,2/4/2013,Burnaby
18872,Miguel,Severino,Miguel Severino,Male,184,10/20/2013,Bremerton
18873,Austin,Rodriguez,Austin Rodriguez,Male,182,8/11/2013,W. Linn
18874,Julia,Green,Julia Green,Female,131,8/3/2013,Sedro Woolley
18875,Devin,Watson,Devin Watson,Male,110,9/3/2013,Westminster
18876,Luke,Chen,Luke Chen,Male,198,12/15/2013,Beverly Hills
18877,Evan,Hall,Evan Hall,Male,153,5/8/2013,Berkeley
18878,Mallory,Ramos,Mallory Ramos,Female,171,12/1/2013,Colma
18879,Garrett,Morgan,Garrett Morgan,Male,197,11/5/2013,Colma
18880,Jarrod,Sanchez,Jarrod Sanchez,Male,161,10/14/2013,Beaverton
18881,Kimberly,James,Kimberly James,Female,111,12/23/2013,Oregon City
18882,Dalton,Hayes,Dalton Hayes,Male,196,11/26/2013,Shawnee
18883,Jonathan,Garcia,Jonathan Garcia,Male,154,3/12/2013,Langford
18884,Bryan,Reed,Bryan Reed,Male,123,8/16/2013,Port Hammond
18885,Cara,Ma,Cara Ma,Female,184,2/9/2013,Newcastle
18886,Donald,McDonald,Donald McDonald,Male,155,9/26/2013,Ballard
18887,Kari,Hernandez,Kari Hernandez,Female,161,12/27/2013,Ballard
18888,Devin,Powell,Devin Powell,Male,152,4/24/2013,Kirkland
18889,Katelyn,Murphy,Katelyn Murphy,Female,164,2/1/2013,Marysville
18890,Lauren,Blue,Lauren Blue,Female,112,7/17/2013,Redmond
18891,Megan,James,Megan James,Female,130,12/31/2013,Bellflower
18892,Chase,Howard,Chase Howard,Male,121,11/15/2013,Colma
18893,Devin,White,Devin White,Male,131,3/16/2013,Imperial Beach
18894,Eric,Allen,Eric Allen,Male,146,12/14/2013,Newport Beach
18895,Marco,Madan,Marco Madan,Male,177,2/26/2013,Cloverdale
18896,Jonathan,Russell,Jonathan Russell,Male,149,4/19/2013,Hobart
18897,Russell,Black,Russell Black,Male,117,9/1/2013,Silverwater
18898,Monica,Chandra,Monica Chandra,Female,186,3/8/2013,Silverwater
18899,Glenn,Liu,Glenn Liu,Male,146,7/3/2011,Findon
18900,Mathew,Torres,Mathew Torres,Male,197,7/14/2011,North Sydney
18901,Connor,Shan,Connor Shan,Male,188,6/15/2013,Wollongong
18902,Steve,Chen,Steve Chen,Male,125,7/20/2011,Melbourne
18903,Louis,Zeng,Louis Zeng,Male,194,7/17/2011,Sydney
18904,Emma,Thomas,Emma Thomas,Female,120,9/17/2013,San Carlos
18905,Samuel,Adams,Samuel Adams,Male,157,12/20/2013,Marysville
18906,Adrienne,Gutierrez,Adrienne Gutierrez,Female,110,7/3/2011,Perth
18907,Priscilla,Nara,Priscilla Nara,Female,118,7/21/2011,East Brisbane
18908,Krystal,Sun,Krystal Sun,Female,120,7/26/2011,Hawthorne
18909,Jodi,Chavez,Jodi Chavez,Female,192,7/3/2011,Cranbourne
18910,Marco,Perez,Marco Perez,Male,196,11/11/2013,Beaverton
18911,Elijah,McDonald,Elijah McDonald,Male,139,11/22/2013,Lynnwood
18912,Tyler,Williams,Tyler Williams,Male,115,6/7/2013,Lynnwood
18913,Jesse,Stewart,Jesse Stewart,Male,123,10/5/2013,Burbank
18914,Felicia,Ruiz,Felicia Ruiz,Female,198,12/12/2013,Burbank
18915,Sydney,Gonzalez,Sydney Gonzalez,Female,112,8/2/2013,El Cajon
18916,Christian,Moore,Christian Moore,Male,139,9/4/2013,Palo Alto
18917,Jonathan,Nelson,Jonathan Nelson,Male,187,9/20/2013,Spring Valley
18918,Jacqueline,Ross,Jacqueline Ross,Female,180,8/18/2013,Spokane
18919,Eduardo,Hernandez,Eduardo Hernandez,Male,194,3/14/2013,Oak Bay
18920,Jonathan,Young,Jonathan Young,Male,178,1/18/2014,Redwood City
18921,Rachel,Bailey,Rachel Bailey,Female,154,7/29/2013,Marysville
18922,Madeline,Gonzalez,Madeline Gonzalez,Female,130,11/28/2013,Metchosin
18923,Cassandra,Kapoor,Cassandra Kapoor,Female,141,3/27/2013,Bellingham
18924,Rachel,Williams,Rachel Williams,Female,116,6/5/2013,Fremont
18925,Haley,Griffin,Haley Griffin,Female,180,5/17/2013,Port Hammond
18926,Alexandre,Lobao,Alexandre Lobao,Male,151,2/11/2013,Newton
18927,Arianna,Cox,Arianna Cox,Female,185,7/7/2013,Langford
18928,Carmen,Prasad,Carmen Prasad,Female,137,7/29/2011,Newcastle
18929,Donald,Garcia,Donald Garcia,Male,163,7/20/2011,Perth
18930,Katelyn,Richardson,Katelyn Richardson,Female,155,7/24/2011,Warrnambool
18931,Rosa,She,Rosa She,Female,129,7/19/2011,Townsville
18932,Carl,Chande,Carl Chande,Male,115,3/24/2013,Springwood
18933,Kelli,Huang,Kelli Huang,Female,190,8/9/2013,Bellingham
18934,Jeremiah,Moore,Jeremiah Moore,Male,192,9/18/2013,Tacoma
18935,Jasmine,Jenkins,Jasmine Jenkins,Female,195,2/1/2013,La Jolla
18936,Morgan,Collins,Morgan Collins,Female,114,6/3/2013,Woodland Hills
18937,Ian,Reed,Ian Reed,Male,194,12/1/2013,Oakland
18938,Lucas,Lopez,Lucas Lopez,Male,176,10/18/2013,Fremont
18939,Hunter,McDonald,Hunter McDonald,Male,142,1/22/2014,Woodland Hills
18940,Seth,Bell,Seth Bell,Male,162,11/7/2013,Portland
18941,Philip,Torres,Philip Torres,Male,133,12/25/2013,Beaverton
18942,Billy,Ortega,Billy Ortega,Male,114,7/15/2013,Bellflower
18943,Kaitlyn,Hall,Kaitlyn Hall,Female,189,8/27/2013,Redmond
18944,Marcus,Taylor,Marcus Taylor,Male,174,7/5/2013,N. Vancouver
18945,Marcus,Cox,Marcus Cox,Male,116,12/28/2013,Lemon Grove
18946,Brandon,Simmons,Brandon Simmons,Male,150,8/12/2013,Colma
18947,Devin,Bryant,Devin Bryant,Male,116,7/31/2013,Lincoln Acres
18948,Sydney,Bailey,Sydney Bailey,Female,151,8/20/2013,Concord
18949,Jackson,Hall,Jackson Hall,Male,177,8/19/2013,Salem
18950,Lauren,Alexander,Lauren Alexander,Female,173,11/6/2013,N. Vancouver
18951,Dalton,Jones,Dalton Jones,Male,126,11/27/2013,Shawnee
18952,Chloe,Hernandez,Chloe Hernandez,Female,167,1/13/2014,Milwaukie
18953,Mya,Patterson,Mya Patterson,Female,121,9/15/2013,Bellflower
18954,Dalton,Young,Dalton Young,Male,138,11/21/2013,Fremont
18955,Justin,Jones,Justin Jones,Male,114,11/29/2013,Palo Alto
18956,Sara,Howard,Sara Howard,Female,158,12/21/2013,San Carlos
18957,Mackenzie,Lopez,Mackenzie Lopez,Female,145,1/24/2013,Burien
18958,Natalie,Sanchez,Natalie Sanchez,Female,150,1/5/2013,Chula Vista
18959,Seth,Morris,Seth Morris,Male,112,11/3/2013,Westminster
18960,Marcus,Johnson,Marcus Johnson,Male,195,1/31/2013,Novato
18961,Jeremiah,Henderson,Jeremiah Henderson,Male,111,11/16/2013,Shawnee
18962,Seth,Parker,Seth Parker,Male,174,2/3/2013,Colma
18963,Amber,Collins,Amber Collins,Female,180,2/19/2013,Renton
18964,Thomas,Gonzalez,Thomas Gonzalez,Male,111,4/20/2013,National City
18965,Richard,Turner,Richard Turner,Male,179,1/19/2014,Downey
18966,Carly,Rai,Carly Rai,Female,113,3/8/2013,Berkeley
18967,Xavier,Clark,Xavier Clark,Male,149,2/9/2013,Los Angeles
18968,Isaiah,Lopez,Isaiah Lopez,Male,157,10/27/2013,N. Vancouver
18969,Anna,Cox,Anna Cox,Female,113,1/13/2014,Lynnwood
18970,Jason,Roberts,Jason Roberts,Male,146,11/17/2013,Los Angeles
18971,Wyatt,Moore,Wyatt Moore,Male,181,11/17/2013,N. Vancouver
18972,Benjamin,Butler,Benjamin Butler,Male,115,11/2/2013,Port Hammond
18973,Kate,Yuan,Kate Yuan,Female,171,2/22/2013,Burlingame
18974,James,Rodriguez,James Rodriguez,Male,113,2/25/2013,La Jolla
18975,Samuel,Bryant,Samuel Bryant,Male,123,6/6/2013,Lakewood
18976,Garrett,Howard,Garrett Howard,Male,153,11/30/2013,Corvallis
18977,Jackson,Wang,Jackson Wang,Male,162,12/6/2013,Beaverton
18978,Isaiah,Morgan,Isaiah Morgan,Male,163,5/2/2013,Langley
18979,Noah,Taylor,Noah Taylor,Male,116,12/9/2013,Spring Valley
18980,Sophia,Hernandez,Sophia Hernandez,Female,153,12/6/2013,Corvallis
18981,Savannah,Watson,Savannah Watson,Female,111,8/6/2013,Palo Alto
18982,Kyle,Baker,Kyle Baker,Male,144,12/2/2013,Kirkland
18983,Destiny,Price,Destiny Price,Female,171,6/17/2013,San Gabriel
18984,Shelby,Rivera,Shelby Rivera,Female,115,3/23/2013,Issaquah
18985,Paige,Bailey,Paige Bailey,Female,175,11/22/2013,Burien
18986,Robert,Roberts,Robert Roberts,Male,161,2/10/2013,Vancouver
18987,Hunter,Adams,Hunter Adams,Male,180,1/30/2013,Portland
18988,Courtney,Baker,Courtney Baker,Female,128,11/1/2013,Fremont
18989,Cindy,Suri,Cindy Suri,Female,173,8/30/2013,Burlingame
18990,Amanda,Henderson,Amanda Henderson,Female,182,2/13/2013,Bellingham
18991,Evan,Cook,Evan Cook,Male,142,12/1/2013,Bremerton
18992,David,Perry,David Perry,Male,184,6/13/2013,Los Angeles
18993,Kevin,Ross,Kevin Ross,Male,115,12/8/2013,Berkeley
18994,Jackson,Allen,Jackson Allen,Male,171,11/6/2013,Issaquah
18995,Melissa,Gray,Melissa Gray,Female,132,10/24/2013,Bellflower
18996,Katherine,Turner,Katherine Turner,Female,169,12/27/2013,West Covina
18997,Eric,King,Eric King,Male,113,8/31/2013,Tacoma
18998,Aidan,Bennett,Aidan Bennett,Male,174,12/6/2013,Oregon City
18999,Mackenzie,Watson,Mackenzie Watson,Female,197,12/12/2013,Lebanon
19000,Makayla,Blue,Makayla Blue,Female,196,11/6/2013,Westminster
19001,Fernando,Brown,Fernando Brown,Male,129,3/14/2013,Westminster
19002,Alexis,Thompson,Alexis Thompson,Female,153,12/10/2013,Seattle
19003,Jared,Stewart,Jared Stewart,Male,188,12/22/2013,Novato
19004,Ian,Rogers,Ian Rogers,Male,193,12/27/2013,San Diego
19005,Lauren,Peterson,Lauren Peterson,Female,144,2/22/2013,Seattle
19006,Leslie,Martin,Leslie Martin,Female,196,12/19/2013,Beaverton
19007,Mackenzie,Sanchez,Mackenzie Sanchez,Female,121,9/4/2013,Milwaukie
19008,Hailey,Murphy,Hailey Murphy,Female,178,12/4/2013,Tacoma
19009,Arianna,Watson,Arianna Watson,Female,112,1/12/2014,Berkeley
19010,Naomi,Ortega,Naomi Ortega,Female,193,2/16/2013,Concord
19011,Maria,Cook,Maria Cook,Female,164,7/13/2013,Grossmont
19012,Oscar,Bryant,Oscar Bryant,Male,134,8/11/2013,Spring Valley
19013,Amanda,Phillips,Amanda Phillips,Female,111,3/25/2013,Woodland Hills
19014,Jonathan,Hernandez,Jonathan Hernandez,Male,172,5/17/2013,Metchosin
19015,Thomas,Griffin,Thomas Griffin,Male,168,3/18/2013,Oak Bay
19016,Sierra,Wright,Sierra Wright,Female,178,12/14/2013,Colma
19017,Zoe,Brooks,Zoe Brooks,Female,110,11/5/2013,Colma
19018,Nicole,Gray,Nicole Gray,Female,155,7/4/2013,Daly City
19019,Jackson,Gonzales,Jackson Gonzales,Male,174,4/19/2013,Palo Alto
19020,Jack,Flores,Jack Flores,Male,162,8/28/2013,Downey
19021,Melissa,Russell,Melissa Russell,Female,182,3/18/2013,Renton
19022,Samantha,Wood,Samantha Wood,Female,155,10/1/2013,Grossmont
19023,Arianna,Powell,Arianna Powell,Female,120,3/8/2013,Newport Beach
19024,Dalton,Russell,Dalton Russell,Male,156,3/25/2013,Issaquah
19025,Aaron,Roberts,Aaron Roberts,Male,110,3/14/2013,Milwaukie
19026,Logan,Hayes,Logan Hayes,Male,153,3/4/2013,Cliffside
19027,Mayra,Madan,Mayra Madan,Female,120,12/28/2011,Chatou
19028,Cedric,Wang,Cedric Wang,Male,182,12/17/2011,Les Ulis
19029,Alicia,Andersen,Alicia Andersen,Female,122,6/12/2012,Berlin
19030,Marco,Arun,Marco Arun,Male,123,7/21/2012,Duesseldorf
19031,Regina,Perez,Regina Perez,Female,129,12/18/2012,London
19032,Katrina,Andersen,Katrina Andersen,Female,189,12/5/2012,London
19033,Omar,Lin,Omar Lin,Male,164,12/10/2011,Paris
19034,Tabitha,Diaz,Tabitha Diaz,Female,146,7/12/2012,Erlangen
19035,Stanley,Schmidt,Stanley Schmidt,Male,121,7/28/2012,Solingen
19036,Allen,Rana,Allen Rana,Male,132,12/24/2012,Lancaster
19037,Marshall,Chen,Marshall Chen,Male,177,12/15/2012,Oxon
19038,Joe,Patel,Joe Patel,Male,177,8/12/2012,Neunkirchen
19039,Melvin,Pal,Melvin Pal,Male,183,7/16/2013,Verrieres Le Buisson
19040,Eugene,Sun,Eugene Sun,Male,165,8/2/2012,Paderborn
19041,Autumn,Zheng,Autumn Zheng,Female,165,12/19/2011,Paris
19042,Ronnie,Cai,Ronnie Cai,Male,121,8/22/2013,Darmstadt
19043,Jessica,Jones,Jessica Jones,Female,131,1/20/2014,Solingen
19044,Cesar,Rana,Cesar Rana,Male,114,11/10/2013,London
19045,Ross,Rodriguez,Ross Rodriguez,Male,146,5/27/2013,Metz
19046,Shawna,Raje,Shawna Raje,Female,113,9/16/2012,Leipzig
19047,Sydney,Walker,Sydney Walker,Female,193,4/5/2013,Gateshead
19048,Bryant,Raman,Bryant Raman,Male,114,12/9/2012,London
19049,Craig,Gutierrez,Craig Gutierrez,Male,196,12/24/2012,York
19050,Joel,Chapman,Joel Chapman,Male,168,10/5/2013,Cheltenham
19051,Taylor,Henderson,Taylor Henderson,Female,179,12/16/2011,Bobigny
19052,Kristi,Kapoor,Kristi Kapoor,Female,156,1/13/2012,Dunkerque
19053,Gerald,Jordan,Gerald Jordan,Male,163,12/13/2013,Kassel
19054,Arthur,Alonso,Arthur Alonso,Male,173,12/9/2013,Milton Keynes
19055,Garrett,Bailey,Garrett Bailey,Male,182,12/10/2013,Oxford
19056,Carla,Van,Carla Van,Female,151,2/18/2013,Sèvres
19057,Joanna,Ramos,Joanna Ramos,Female,148,8/31/2012,Salzgitter
19058,Shawn,Goel,Shawn Goel,Male,113,12/27/2012,Leeds
19059,George,Rodriguez,George Rodriguez,Male,123,1/14/2014,London
19060,Stephanie,Stone,Stephanie Stone,Female,180,3/13/2013,Peterborough
19061,Heather,Gao,Heather Gao,Female,150,8/9/2013,Paris
19062,Erica,Zhou,Erica Zhou,Female,177,7/26/2013,Paris
19063,Gabrielle,Kelly,Gabrielle Kelly,Female,194,1/18/2014,Tremblay-en-France
19064,Veronica,Madan,Veronica Madan,Female,191,3/25/2013,Frankfurt
19065,Michele,Arun,Michele Arun,Female,115,9/3/2012,Kiel
19066,Dylan,Sharma,Dylan Sharma,Male,164,10/1/2013,Gateshead
19067,Misty,Luo,Misty Luo,Female,162,9/7/2012,Paderborn
19068,Alma,Son,Alma Son,Female,100,8/5/2013,Werne
19069,Thomas,Hall,Thomas Hall,Male,133,1/10/2012,Bobigny
19070,Kristopher,Garcia,Kristopher Garcia,Male,184,12/15/2012,London
19071,Joe,Jimenez,Joe Jimenez,Male,179,5/3/2013,London
19072,Tamara,Lu,Tamara Lu,Female,138,1/28/2014,Esher-Molesey
19073,Lolan,Song,Lolan Song,Male,100,12/18/2012,Warrington
19074,Colleen,Shen,Colleen Shen,Female,174,9/23/2013,Colomiers
19075,Brent,Wu,Brent Wu,Male,172,4/27/2013,Paris
19076,Jaclyn,Pal,Jaclyn Pal,Female,147,2/21/2012,Roubaix
19077,Pedro,Prasad,Pedro Prasad,Male,196,6/14/2013,Cambridge
19078,Misty,She,Misty She,Female,114,3/22/2013,Drancy
19079,Brett,Lopez,Brett Lopez,Male,182,8/9/2013,Pantin
19080,Ross,Vance,Ross Vance,Male,180,2/7/2013,Saint Ouen
19081,Leslie,Rubio,Leslie Rubio,Female,155,11/6/2013,Frankfurt
19082,Alvin,Zhang,Alvin Zhang,Male,187,7/4/2013,London
19083,Steven,Rivera,Steven Rivera,Male,143,7/16/2011,Melton
19084,Colleen,Raje,Colleen Raje,Female,194,7/11/2011,North Ryde
19085,Shawna,Kumar,Shawna Kumar,Female,192,6/27/2013,Silverwater
19086,Tommy,Chander,Tommy Chander,Male,113,2/24/2013,Matraville
19087,Erica,Gao,Erica Gao,Female,110,1/31/2013,Cloverdale
19088,Rafael,Kumar,Rafael Kumar,Male,197,1/31/2013,Cranbourne
19089,Regina,Arthur,Regina Arthur,Female,144,7/14/2011,Seaford
19090,Marshall,Chander,Marshall Chander,Male,147,2/20/2013,Milsons Point
19091,Warren,Yuan,Warren Yuan,Male,144,6/19/2013,Cloverdale
19092,Eric,Gonzalez,Eric Gonzalez,Male,166,9/22/2013,Goulburn
19093,Tara,Ashe,Tara Ashe,Female,172,7/12/2011,Bendigo
19094,Todd,Yang,Todd Yang,Male,110,7/21/2011,Melbourne
19095,Meredith,Martinez,Meredith Martinez,Female,199,8/22/2011,Darlinghurst
19096,Douglas,Suri,Douglas Suri,Male,135,8/2/2011,Cranbourne
19097,Mindy,Pal,Mindy Pal,Female,131,6/22/2013,Lavender Bay
19098,Xavier,Evans,Xavier Evans,Male,171,7/11/2013,Coffs Harbour
19099,Sheena,Deng,Sheena Deng,Female,124,8/23/2011,St. Leonards
19100,Bradley,Rai,Bradley Rai,Male,124,7/22/2013,Darlinghurst
19101,Susan,Cai,Susan Cai,Female,170,7/18/2013,Coffs Harbour
